,loss,accuracy,val_loss,val_accuracy
0,1.5372090339660645,0.44721999764442444,1.3251391649246216,0.5351999998092651
1,1.2390539646148682,0.5663400292396545,1.1834174394607544,0.5871000289916992
2,1.1108431816101074,0.6140199899673462,1.1260241270065308,0.6062999963760376
3,1.023400902748108,0.6432999968528748,1.0927696228027344,0.6186000108718872
4,0.9637271761894226,0.6656799912452698,1.117032766342163,0.6053000092506409
5,0.9199133515357971,0.6793000102043152,1.0766863822937012,0.6306999921798706
6,0.8834400177001953,0.6931399703025818,1.0620651245117188,0.6367999911308289
7,0.8484858870506287,0.7041199803352356,1.0236235857009888,0.6470000147819519
8,0.8191708326339722,0.7144399881362915,1.0878489017486572,0.6355999708175659
9,0.7939443588256836,0.72461998462677,1.0990211963653564,0.6376000046730042
10,0.7627657651901245,0.7352799773216248,1.0989404916763306,0.6367999911308289
11,0.7434765696525574,0.7414799928665161,1.081266164779663,0.6389999985694885
12,0.7206579446792603,0.7485799789428711,1.131075382232666,0.633899986743927
13,0.696188747882843,0.7570800185203552,1.1131089925765991,0.6389999985694885
14,0.6784215569496155,0.76419997215271,1.1611453294754028,0.6297000050544739
15,0.653590738773346,0.7719799876213074,1.1869255304336548,0.628600001335144
16,0.6329865455627441,0.7787600159645081,1.1690647602081299,0.6366999745368958
17,0.6158370971679688,0.784600019454956,1.1905442476272583,0.6373999714851379
18,0.6000323295593262,0.7895600199699402,1.2369602918624878,0.6291000247001648
19,0.581075131893158,0.7965199947357178,1.2430405616760254,0.6335999965667725
